// Class,ExpToNextLevel
// 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98
0,50,213,458,813,1318,2028,3016,4376,6226,8711,12006,16326,21936,29161,38396,50116,64886,83371,106346,134706,169476,211821,263056,324656,398266,485711,589006,710366,852216,1017201,1208196,1428316,1680926,1969651,2298386,2671306,3092876,3567861,4101336,4698696,5365666,6108311,6933046,7846646,8856256,9969401,11193996,12538356,14011206,15621691,17379386,19294306,21376916,23638141,26089376,28742496,31609866,34704351,38039326,41628686,45486856,49628801,54070036,58826636,63915246,69353091,75157986,81348346,87943196,94962181,102425576,110354296,118769906,127694631,137151366,147163686,157755856,168952841,180780316,193264676,206433046,220313291,234934026,250324626,266515236,283536781,301420976,320200336,339908186,360578671,382246766,404948286,428719896,453599121,479624356,506834876,535270846,564973331
1,50,213,458,813,1318,2085,3163,4659,6709,9482,13185,18072,24459,32736,43379,56964,74183,95858,122955,156602,198106,248970,310911,385880,476083,584000,712407,864401,1043420,1253272,1498158,1782699,2111965,2491504,2927374,3426171,3995066,4641839,5374913,6203394,7137110,8186651,9363412,10679639,12148473,13784002,15601309,17616525,19846886,22310787,25027846,28018963,31306388,34913788,38866316,43190688,47915258,53070099,58687088,64799993,71444563,78658624,86482180,94957514,104129297,114044702,124753519,136308280,148764386,162180240,176617385,192140653,208818311,226722223,245928014,266515239,288567564,312172954,337423866,364417452,393255772,424046015,456900729,491938060,529282007,569062678,611416568,656486840,704423624,755384325,809533946,867045426,928099989,992887514,1061606912,1134466529,1211684560,1293489481
2,50,213,458,813,1318,2082,3155,4644,6684,9443,13125,17983,24330,32553,43123,56611,73702,95209,122088,155454,196598,247004,308366,382609,471906,578699,705721,856016,1032963,1240299,1482146,1763034,2087928,2462258,2891946,3383436,3943727,4580405,5301677,6116406,7034149,8065194,9220602,10512247,11952859,13556071,15336465,17309620,19492164,21901828,24557498,27479275,30688535,34207990,38061753,42275405,46876067,51892471,57355037,63295954,69749258,76750923,84338946,92553443,101436744,111033496,121390764,132558145,144587879,157534967,171457296,186415765,202474421,219700597,238165056,257942143,279109941,301750434,325949677,351797974,379390061,408825299,440207871,473646994,509257131,547158218,587475900,630341772,675893635,724275759,775639160,830141886,887949313,949234460,1014178308,1082970139,1155807885,1232898493
3,50,213,458,813,1318,2094,3187,4706,6791,9616,13392,18382,24911,33382,44286,58220,75901,98181,126065,160728,203534,256056,320094,397699,491194,603199,736654,894847,1081439,1300496,1556516,1854462,2199795,2598510,3057171,3582950,4183668,4867836,5644703,6524298,7517483,8636002,9892537,11300764,12875412,14632328,16588539,18762326,21173292,23842442,26792259,30046792,33631742,37574554,41904517,46652863,51852876,57540005,63751980,70528939,77913556,85951179,94689973,104181072,114478736,125640518,137727439,150804171,164939230,180205177,196678831,214441493,233579178,254182862,276348740,300178497,325779592,353265557,382756310,414378486,448265780,484559314,523408015,564969016,609408077,656900026,707629222,761790043,819587395,881237250,946967208,1017017088,1091639552,1171100755,1255681028,1345675599,1441395349,1543167601
4,50,213,458,813,1318,2070,3124,4584,6581,9277,12869,17601,23774,31760,42011,55075,71607,92383,118314,150460,190045,238471,297337,368452,453852,555820,676901,819922,988010,1184611,1413514,1678866,1985200,2337451,2740984,3201615,3725637,4319842,4991552,5748642,6599569,7553400,8619844,9809279,11132786,12602180,14230045,16029766,18015569,20202552,22606729,25245064,28135516,31297078,34749819,38514933,42614781,47072939,51914248,57164864,62852310,69005529,75654941,82832499,90571749,98907890,107877837,117520288,127875787,138986797,150897770,163655219,177307796,191906370,207504109,224156560,241921740,260860221,281035223,302512710,325361487,349653300,375462941,402868355,431950752,462794721,495488347,530123334,566795131,605603060,646650453,690044787,735897830,784325786,835449446,889394348,946290937,1006274732
5,50,213,458,813,1318,2028,3016,4376,6226,8711,12006,16326,21936,29161,38396,50116,64886,83371,106346,134706,169476,211821,263056,324656,398266,485711,589006,710366,852216,1017201,1208196,1428316,1680926,1969651,2298386,2671306,3092876,3567861,4101336,4698696,5365666,6108311,6933046,7846646,8856256,9969401,11193996,12538356,14011206,15621691,17379386,19294306,21376916,23638141,26089376,28742496,31609866,34704351,38039326,41628686,45486856,49628801,54070036,58826636,63915246,69353091,75157986,81348346,87943196,94962181,102425576,110354296,118769906,127694631,137151366,147163686,157755856,168952841,180780316,193264676,206433046,220313291,234934026,250324626,266515236,283536781,301420976,320200336,339908186,360578671,382246766,404948286,428719896,453599121,479624356,506834876,535270846,564973331
6,50,213,458,813,1318,2085,3163,4659,6709,9482,13185,18072,24459,32736,43379,56964,74183,95858,122955,156602,198106,248970,310911,385880,476083,584000,712407,864401,1043420,1253272,1498158,1782699,2111965,2491504,2927374,3426171,3995066,4641839,5374913,6203394,7137110,8186651,9363412,10679639,12148473,13784002,15601309,17616525,19846886,22310787,25027846,28018963,31306388,34913788,38866316,43190688,47915258,53070099,58687088,64799993,71444563,78658624,86482180,94957514,104129297,114044702,124753519,136308280,148764386,162180240,176617385,192140653,208818311,226722223,245928014,266515239,288567564,312172954,337423866,364417452,393255772,424046015,456900729,491938060,529282007,569062678,611416568,656486840,704423624,755384325,809533946,867045426,928099989,992887514,1061606912,1134466529,1211684560,1293489481
7,50,213,458,813,1318,2082,3155,4644,6684,9443,13125,17983,24330,32553,43123,56611,73702,95209,122088,155454,196598,247004,308366,382609,471906,578699,705721,856016,1032963,1240299,1482146,1763034,2087928,2462258,2891946,3383436,3943727,4580405,5301677,6116406,7034149,8065194,9220602,10512247,11952859,13556071,15336465,17309620,19492164,21901828,24557498,27479275,30688535,34207990,38061753,42275405,46876067,51892471,57355037,63295954,69749258,76750923,84338946,92553443,101436744,111033496,121390764,132558145,144587879,157534967,171457296,186415765,202474421,219700597,238165056,257942143,279109941,301750434,325949677,351797974,379390061,408825299,440207871,473646994,509257131,547158218,587475900,630341772,675893635,724275759,775639160,830141886,887949313,949234460,1014178308,1082970139,1155807885,1232898493
8,50,213,458,813,1318,2094,3187,4706,6791,9616,13392,18382,24911,33382,44286,58220,75901,98181,126065,160728,203534,256056,320094,397699,491194,603199,736654,894847,1081439,1300496,1556516,1854462,2199795,2598510,3057171,3582950,4183668,4867836,5644703,6524298,7517483,8636002,9892537,11300764,12875412,14632328,16588539,18762326,21173292,23842442,26792259,30046792,33631742,37574554,41904517,46652863,51852876,57540005,63751980,70528939,77913556,85951179,94689973,104181072,114478736,125640518,137727439,150804171,164939230,180205177,196678831,214441493,233579178,254182862,276348740,300178497,325779592,353265557,382756310,414378486,448265780,484559314,523408015,564969016,609408077,656900026,707629222,761790043,819587395,881237250,946967208,1017017088,1091639552,1171100755,1255681028,1345675599,1441395349,1543167601
9,50,213,458,813,1318,2070,3124,4584,6581,9277,12869,17601,23774,31760,42011,55075,71607,92383,118314,150460,190045,238471,297337,368452,453852,555820,676901,819922,988010,1184611,1413514,1678866,1985200,2337451,2740984,3201615,3725637,4319842,4991552,5748642,6599569,7553400,8619844,9809279,11132786,12602180,14230045,16029766,18015569,20202552,22606729,25245064,28135516,31297078,34749819,38514933,42614781,47072939,51914248,57164864,62852310,69005529,75654941,82832499,90571749,98907890,107877837,117520288,127875787,138986797,150897770,163655219,177307796,191906370,207504109,224156560,241921740,260860221,281035223,302512710,325361487,349653300,375462941,402868355,431950752,462794721,495488347,530123334,566795131,605603060,646650453,690044787,735897830,784325786,835449446,889394348,946290937,1006274732
10,50,213,458,813,1318,2085,3163,4659,6709,9482,13185,18072,24459,32736,43379,56964,74183,95858,122955,156602,198106,248970,310911,385880,476083,584000,712407,864401,1043420,1253272,1498158,1782699,2111965,2491504,2927374,3426171,3995066,4641839,5374913,6203394,7137110,8186651,9363412,10679639,12148473,13784002,15601309,17616525,19846886,22310787,25027846,28018963,31306388,34913788,38866316,43190688,47915258,53070099,58687088,64799993,71444563,78658624,86482180,94957514,104129297,114044702,124753519,136308280,148764386,162180240,176617385,192140653,208818311,226722223,245928014,266515239,288567564,312172954,337423866,364417452,393255772,424046015,456900729,491938060,529282007,569062678,611416568,656486840,704423624,755384325,809533946,867045426,928099989,992887514,1061606912,1134466529,1211684560,1293489481
11,50,213,458,813,1318,2082,3155,4644,6684,9443,13125,17983,24330,32553,43123,56611,73702,95209,122088,155454,196598,247004,308366,382609,471906,578699,705721,856016,1032963,1240299,1482146,1763034,2087928,2462258,2891946,3383436,3943727,4580405,5301677,6116406,7034149,8065194,9220602,10512247,11952859,13556071,15336465,17309620,19492164,21901828,24557498,27479275,30688535,34207990,38061753,42275405,46876067,51892471,57355037,63295954,69749258,76750923,84338946,92553443,101436744,111033496,121390764,132558145,144587879,157534967,171457296,186415765,202474421,219700597,238165056,257942143,279109941,301750434,325949677,351797974,379390061,408825299,440207871,473646994,509257131,547158218,587475900,630341772,675893635,724275759,775639160,830141886,887949313,949234460,1014178308,1082970139,1155807885,1232898493
